"sku","name","category","subcategory","price","currency","stock_quantity","materials","colors","dimensions_length","dimensions_width","dimensions_height","dimensions_unit","packaging_dimensions","min_doorway_clearance","assembly_required","weight_capacity","customization_options","bulk_discount_threshold","description","care_instructions","warranty_info","return_policy","shipping_info","permalink","image_urls"
"01-2812","Shower Handle PSS |","Hardware","Door Handle",1575.0,"BDT",5,"Glass, Metal, Stainless Steel","",1.0,0.5,"","inches","3 x 2 x 2 inches","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","Shower Handle PSS | 01-2812 The Shower Handle (01-2812) is a specialized architectural pull designed specifically for frameless glass shower doors and enclosures. Featuring a unique offset ""G-style"" configuration, this handle provides an ergonomic grip while maintaining a sleek, minimalist profile. Manufactured from high-grade Stainless Steel (SS) , it is engineered to withstand constant exposure to steam and moisture without compromising its structural integrity or finish. The design utilizes a slim 25 x 13 mm rectangular profile with a total length of 450 mm , offering a sophisticated modern look that complements contemporary bathroom interiors. Its Matte finish provides a smooth, non-reflective texture that is resistant to water spots and fingerprints, ensuring a clean appearance in humid environments. Key Features: Corrosion-Resistant SS Build: Crafted from premium stainless steel to ensure rust-proof performance and durability in wet bathroom settings. Unique Offset Design: The integrated G-style architectural frame provides a comfortable handhold and a distinctive visual detail for glass panels. Slim Geometric Profile: Features a 25 x 13 mm thin-profile design that offers a high-end, minimalist aesthetic without excessive bulk. Refined Matte Finish: The non-reflective surface provides a sophisticated feel and is specifically treated to resist daily wear and smudges. Secure Glass Mounting: Engineered for stable, through-glass installation with specialized gaskets to prevent metal-to-glass contact and protect tempered panels.","","","","","https://leadingedge.com.bd/product/shower-handle-pss-25-x-13-x-450-mm-01-2812/","https://leadingedge.com.bd/wp-content/uploads/2021/06/Shower-Handle-PSS-2.jpg, https://leadingedge.com.bd/wp-content/uploads/2021/06/Shower-Handle-PSS-1.jpg"
"01-2813","Shower Handle, Matte Finish / Mirror Finish, 19 X 170 mm","Hardware","Door Handle",700.0,"BDT",5,"","","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","Shower Handle, Matte Finish / Mirror Finish, 19 X 170 mm 01-2813","","","","","https://leadingedge.com.bd/product/shower-handle-pss-sss-19-x-170-mm-01-2813/","https://leadingedge.com.bd/wp-content/uploads/2021/06/Shower-Handle.jpg"
"01-2814","Shower Glass Door Handle PSS 25*225*580mm","Hardware","Door Handle",1050.0,"BDT",5,"Glass","",1.0,8.9,"","inches","3 x 11 x 2 inches","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","","","","","","https://leadingedge.com.bd/product/shower-glass-door-handle-pss-25-225-580mm/",""
"01-2816","Glass Door Handle 50x25x1000 SN","Hardware","Door Handle",6825.0,"BDT",5,"Glass","","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","","","","","","https://leadingedge.com.bd/product/glass-door-handle-50x25x1000-sn/",""
"01-2819","Glass Door Handle SS Dots |","Hardware","Door Handle",3675.0,"BDT",5,"Glass, Stainless Steel","Clear","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","Glass Door Handle SS Dots | 01-2819 The Premium Stainless Steel Glass Door Handle (01-2819) is a commercial-grade architectural hardware pull designed to deliver structural rigidity, exceptional tactile comfort, and a bold modern aesthetic to frameless glass entries. Engineered specifically for high-traffic environments—including contemporary office entryways, luxury retail storefronts, and premium shower layouts—this heavy-duty back-to-back handle pair provides a secure and reliable grip, facilitating fluid door movement while elevating the surrounding interior design scheme. Manufactured from high-grade Stainless Steel (SS) , this robust tubular handle offers superior tensile strength, excellent resistance to impact deformation, and complete immunity to rust or environmental tarnish. Measuring a substantial 600 mm in total length, it features a refined Stainless Steel finish integrated with subtle decorative dot accents that provide a contemporary, sophisticated textured appeal. The handle assembly includes premium clear gaskets and heavy-duty internal mounting bolts that securely clamp onto the glass panel, absorbing operational stress and preventing structural vibrations or stress fractures. To guarantee flawless execution and a perfect mechanical fit for your installation layout, please avoid taking cabinet measurements yourself; if necessary, contact the salesman for details. Key Features: Premium Stainless Steel Build: Crafted from high-grade SS to ensure long-lasting structural durability, heavy-weight resistance, and complete protection against oxidation. Substantial 600 mm Profile: Sized proportionally at 600 mm to deliver optimal mechanical leverage and an elegant, full-height architectural presence on standard glass doors. Sleek Stainless Steel with Dot Accents: Finished in a beautiful brushed stainless steel tone accented with modern detailing for a clean, sophisticated, and minimalist aesthetic. Secure Back-to-Back Mounting: Designed for synchronized pull-and-push installation on both sides of a single frameless glass panel, providing maximum mechanical stability. Protective Glass Gaskets: Equipped with clear internal cushioning washers that establish an unyielding grip while shielding the fragile glass surface from mechanical tension.","","","","","https://leadingedge.com.bd/product/glass-door-handle-600-mm-ss-dots-01-2819/","https://leadingedge.com.bd/wp-content/uploads/2021/06/Untitlefdd-2.jpg, 01-2819"
"01-2840","Glass Sliding Lock |","Hardware","Furniture Hardware",235.0,"BDT",5,"Glass, Metal","Chrome","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","Glass Sliding Lock | 01-2840 The Premium Glass Sliding Lock is an architectural-grade security mechanism engineered specifically for the protection and restricted access of frameless sliding glass display cabinets, high-end retail showcases, and modern office storage units. Designed to offer robust mechanical deterrence, this specialized lock ensures that overlapping glass panels remain firmly immobilized when locked, preventing unauthorized access while maintaining the sleek, transparent visual elegance of premium product enclosures. Manufactured from high-strength metal alloys, this heavy-duty plunger-style mechanism offers excellent wear resistance and long-lasting mechanical durability. The lock features a clean, circular chrome-finished cylinder face that integrates discreetly into the glass panel without creating visual clutter, pairing seamlessly with minimalist, modern interior hardware aesthetics. Each assembly comes equipped with a precision-keyed lock cylinder and matching keys, ensuring smooth turning action and high tamper resistance. To guarantee flawless execution and a perfect mechanical fit for your installation layout, please avoid taking cabinet measurements yourself; if necessary, contact the salesman for details. Key Features: Secure Overlap Immobilization: Explicitly engineered to lock sliding glass doors securely in place, making it the ideal security solution for commercial showcases and residential display units. Premium Metal Construction: Crafted from high-density, robust metal to resist forced entry, mechanical wear, and operational fatigue over thousands of locking cycles. Sleek Minimalist Design: Features a polished, circular faceplate profile that integrates beautifully with modern frameless glass installations without distracting from displayed items. Smooth Keyed Access: Equipped with a precision-bored cylinder mechanism that ensures fluid key insertion and reliable, snag-free latch actuation. Complete Hardware Fitting Set: Supplied with essential mounting components, high-security keys, and protective washers designed to safeguard the glass panel against installation stress.","","","","","https://leadingedge.com.bd/product/glass-sliding-lock-01-2840/","https://leadingedge.com.bd/wp-content/uploads/2026/06/Untitlefd-2.jpg, 01-2840"
"01-2841","Glass to Wall Stape CP Lock","Kitchenware","Kitchen Accessories",1210.0,"BDT",5,"Glass","","","","","inches","","","No - Fully assembled.","","","","","","","","","https://leadingedge.com.bd/product/glass-to-wall-stape-cp-lock/",""
"01-2903","Glass Door Floor Hings 100kg Kinlong","Hardware","Hardware Hardware",7300.0,"BDT",5,"Glass","","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","1. Loading 150KG,door width 1100-1300mm 2. Warranty: 03 Year","","","","","https://leadingedge.com.bd/product/glass-door-floor-hings-100kg-kinlong/",""
"01-2903A","Kinlong Glass Door Lock (01-2903A) – SS304 Matt Finish","Hardware","Furniture Hardware",0.0,"BDT",5,"Glass, Stainless Steel","","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","The Kinlong 01-2903A Glass Door Lock is a robust, stainless steel lock designed for glass doors with a thickness of 10-12mm. Its sleek SS304 matt finish offers durability and modern aesthetics, suitable for secure and elegant glass door installations in commercial and residential spaces.","","","","","https://leadingedge.com.bd/product/kinlong-glass-door-lock-01-2903a-ss304-matt-finish/","https://leadingedge.com.bd/wp-content/uploads/2024/09/01-2903A.jpg"
"01-2903B","Kinlong Glass Door Upper Patch (01-2903B) – 100kg Load Capacity","Others","",0.0,"BDT",5,"Glass","","","","","inches","","","No - Fully assembled.","","","","The Kinlong 01-2903B Glass Door Upper Patch is a durable and high-performance fitting designed to support glass doors with a thickness of 10-12mm. With a load capacity of 100kg and a sleek matt finish, it provides stability and a modern look for both commercial and residential glass door applications.","","","","","https://leadingedge.com.bd/product/kinlong-glass-door-upper-patch-01-2903b-100kg-load-capacity/","https://leadingedge.com.bd/wp-content/uploads/2024/09/01-2903B.jpg"
"01-2903C","Kinlong Glass Door Bottom Patch (01-2903C) – 100kg Load Capacity","Others","",0.0,"BDT",5,"Glass","","","","","inches","","","No - Fully assembled.","","","","The Kinlong 01-2903C Glass Door Bottom Patch is a sturdy and reliable fitting designed to support glass doors with a thickness of 10-12mm. With a load capacity of 100kg and a modern matt finish, this bottom patch provides seamless door stability for commercial and residential glass door installations.","","","","","https://leadingedge.com.bd/product/kinlong-glass-door-bottom-patch-01-2903c-100kg-load-capacity/","https://leadingedge.com.bd/wp-content/uploads/2024/09/01-2903C.jpg"
"01-2903D","Kinlong Glass Door Pivot Shaft (01-2903D) – SS304 Matt Finish","Others","",0.0,"BDT",5,"Glass, Stainless Steel","","","","","inches","","","No - Fully assembled.","","","","The Kinlong 01-2903D Glass Door Pivot Shaft is made from SS304 stainless steel, designed to offer reliable pivoting support for glass doors with a thickness of 10-12mm. Its matt finish and durable construction make it ideal for smooth and secure door operation in both commercial and residential settings.","","","","","https://leadingedge.com.bd/product/kinlong-glass-door-pivot-shaft-01-2903d-ss304-matt-finish/","https://leadingedge.com.bd/wp-content/uploads/2024/09/01-2903D.jpg"
"01-2904","Glass Door Upper & Bottom Patch+Lock+Pivot Kinlong Exclusive","Hardware","Furniture Hardware",4000.0,"BDT",5,"Glass, Stainless Steel","","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","Loading= 100KG Thickness= 10-12mm Color= SS Matt","","","","","https://leadingedge.com.bd/product/glass-door-upper-bottom-patch-lock-pivot-kinlong-exclusive/",""
"01-2905","Kinlong Wooden Door Pivot Seat & Arm |","Hardware","Hardware Hardware",1100.0,"BDT",5,"","","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","Kinlong Wooden Door Pivot Seat &amp; Arm 01-2905 The Kinlong Wooden Door Pivot Set is a robust hardware solution designed to provide a high-performance pivot system for wooden doors. This comprehensive set includes top, bottom, and center pivots, engineered to replace traditional hinges with a more stable and aesthetically clean pivot mechanism. It is ideal for heavy-duty applications in both commercial and residential environments where smooth architectural movement is a priority. Key Features: High-Strength Construction: Manufactured from a high-strength alloy to ensure long-lasting durability and resistance to wear. Three-Point Pivot System: Includes specialized top, bottom, and center pivot components for superior weight distribution and door alignment. Smooth Performance: Precision-engineered to offer exceptionally smooth operation and consistent movement throughout the door's swing. Stable Support: Provides a secure and balanced foundation for wooden doors, reducing the strain on the door frame. Professional Versatility: Designed for a wide range of wooden door installations in high-end homes and professional offices.","","","","","https://leadingedge.com.bd/product/kinlong-wooden-door-pivot-seat-arm-01-2905-top-bottom-center/","https://leadingedge.com.bd/wp-content/uploads/2024/09/01-2905.jpg"
"01-2906","Wooden Door Closer Silver Gray 65Kg Kinlong","Hardware","Hardware Hardware",2400.0,"BDT",5,"","Grey, Silver","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","Silver gray Loading-65KG","","","","","https://leadingedge.com.bd/product/wooden-door-closer-silver-gray-65kg-kinlong/",""
"01-2909","Wooden Door Closer Mini SS |","Hardware","Hardware Hardware",350.0,"BDT",5,"Stainless Steel","Silver","","","","inches","","","Requires assembly and mounting to furniture. Screws/accessories included.","","","","Compact and Efficient Door Control The Wooden Door Closer Mini SS is a sleek and space-saving solution designed to provide automatic closing functionality for lightweight wooden doors. Unlike bulky traditional hydraulic closers, this ""Mini"" version offers a discreet, surface-mounted profile that maintains the aesthetic integrity of your interior doors while ensuring they remain securely closed. Durable Stainless Steel Build Constructed from high-grade stainless steel , this closer is built for longevity and resistance to corrosion. Its brushed satin finish provides a professional look that complements modern door hardware, making it an ideal choice for residential bedrooms, home offices, and light-duty commercial partitions. Precision Tension Adjustment Every door has different requirements; therefore, this unit features an adjustable tension system . Using the included Hex (Allen) key , you can easily increase or decrease the closing force to suit the specific weight of your door, ensuring a smooth and gentle closure every time. Universal Installation Kit Designed for easy DIY or professional installation, the Wooden Door Closer Mini SS is non-handed , meaning it can be mounted on either the left or right side of the door frame. The package comes as a complete kit, including: The Main Spring-Closer Unit A Sliding Rod/Arm A Protective Strike Plate Mounting Screws &amp; Hex Key","","","","","https://leadingedge.com.bd/product/wooden-door-closer-mini-ss-01-2909/","https://leadingedge.com.bd/wp-content/uploads/2026/05/A-scaled.webp, https://leadingedge.com.bd/wp-content/uploads/2026/05/AA.webp"
